Publicado	Nivel	Departamento	Escuela	Zona	Cargo	Horas	Turno	Materia	Llamado	Domicilio Escuela	Articulo	Curso	Horario	Presentarse en	Prioridad	Condiciones	Observaciones	Movilidad	Impresión llamado	Estado	Motivo de Cancelación	
02/06/23 08:55	Secundario Orientado	MAIPÚ	4061 - DR. ANTONIO LÓPEZ AGUADO	60%	HORAS CATEDRA MEDIA ORIENTADA	6	Mañana	Ciencias Sociales: Historia-Formación Ética y Ciudadana	2do: 05/06/23 12:10	MZ. E LOTE 1 S/N B° NUEVA CIUDAD . COQUIMBITO	44	2° 1°	Lu 08:00-08:40,Lu 08:40-09:20,Lu 09:30-10:10,Mi 08:00-08:40,Mi 08:40-09:20,Ju 10:10-10:50	Presentarse en GEM PAD - Llamado Virtual			para realizar actividades presenciales en el edificio escolar.			Publicado		
02/06/23 08:55	Secundario Técnico	MAIPÚ	4003 - EMILIO CIVIT	10%	HORAS CATEDRA MEDIA TÉCNICA	4	Rotativo	Máquinas Eléctricas I	3er: 05/06/23 08:00	OZAMIS 700 . MAIPÚ	52	5° 5ª	Ju 07:45-08:25,Ju 08:25-09:05,Ju 09:15-09:55,Vi 14:30-15:10	Presentarse en GEM PAD - Llamado Virtual						Publicado		
02/06/23 08:55	Secundario Orientado	RIVADAVIA	4236 - PROFESORA PATRICIA NOEMÍ PRADES	110%	HORAS CATEDRA MEDIA ORIENTADA	2	Mañana	Educación Artística (B) Música	2do: 05/06/23 09:00	LA REDUCCION RIVADAVIA . REDUCCIÓN DE ABAJO	40-0	1° 1º	Ju 08:00-08:40,Ju 08:40-09:20	Presentarse en GEM PAD - Llamado Virtual		LLAMADO VIRTUAL POR GEM.		SIN MOVILIDAD		Publicado		
02/06/23 08:54	Primario	GRAL. ALVEAR	1299 - FUERTE NUEVO	110%	HORAS CATEDRA COMUNES	6			5to: 05/06/23 10:00	"CALLE ""C"" Y 14 EL CEIBO S/N . EL CEIBO"	40-0		Mi 08:00-11:30,Ju 08:00-11:30	en la escuela				Sin movilidad coincidente		Publicado		
02/06/23 08:54	Secundario Orientado	MAIPÚ	4061 - DR. ANTONIO LÓPEZ AGUADO	60%	HORAS CATEDRA MEDIA ORIENTADA	6	Mañana	Ciencias Sociales: Historia-Formación Ética y Ciudadana	2do: 05/06/23 11:40	MZ. E LOTE 1 S/N B° NUEVA CIUDAD . COQUIMBITO	44	1° 4°	Ma 11:40-12:20,Ma 12:20-13:00,Mi 09:30-10:10,Mi 10:10-10:50,Vi 08:00-08:40,Vi 08:40-09:20	Presentarse en GEM PAD - Llamado Virtual			para realizar actividades presenciales en el edificio escolar.			Publicado		
02/06/23 08:53	Secundario Orientado	MAIPÚ	4061 - DR. ANTONIO LÓPEZ AGUADO	60%	HORAS CATEDRA MEDIA ORIENTADA	6	Mañana	Ciencias Sociales: Historia-Formación Ética y Ciudadana	2do: 05/06/23 11:00	MZ. E LOTE 1 S/N B° NUEVA CIUDAD . COQUIMBITO	44	1° 1°	Mi 11:00-11:40,Mi 11:40-12:20,Mi 12:20-13:00,Ju 11:00-11:40,Ju 11:40-12:20,Ju 12:20-13:00	Presentarse en GEM PAD - Llamado Virtual			para realizar actividades presenciales en el edificio escolar.			Publicado		
02/06/23 08:51	Secundario Orientado	MAIPÚ	4061 - DR. ANTONIO LÓPEZ AGUADO	60%	HORAS CATEDRA MEDIA ORIENTADA	5	Tarde	Sistema de Información Contable I (PP 1)	5to: 05/06/23 10:10	MZ. E LOTE 1 S/N B° NUEVA CIUDAD . COQUIMBITO	40-0	3° 3°	Ju 17:10-17:50,Ju 17:50-18:30,Vi 14:10-14:50,Vi 15:00-15:40,Vi 15:40-16:20	Presentarse en GEM PAD - Llamado Virtual			para realizar actividades presenciales en el edificio escolar.			Publicado		
02/06/23 08:51	Secundario Orientado	MAIPÚ	4261 - PRESIDENTE RAÚL RICARDO ALFONSÍN	10%	HORAS CATEDRA MEDIA ORIENTADA	5	Mañana	Sistema de Información Contable II	1er: 05/06/23 10:00	PATRICIAS ARGENTINAS 318 . MAIPÚ	50 7	4° 4	Mi 09:05-09:45,Mi 09:55-10:35,Vi 07:45-08:25,Vi 08:25-09:05,Vi 09:05-09:45	Presentarse en GEM PAD - Llamado Virtual						Publicado		
02/06/23 08:51	Primario	SAN RAFAEL	1133 - MARTÍN PALERO	70%	MAESTRO ENSEÑANZA COMUN		Mañana	Naturaleza, Ambiente y Ciudadanía	1er: 05/06/23 08:15	LA PLATA ESQ LA RÍOJA 492 . MONTE COMAN	44-0	4° A	Lu 08:10-12:40,Ma 08:10-12:40,Mi 08:10-12:40,Ju 08:10-12:40,Vi 08:10-12:40	PRESENCIAL EN LA ESCUELA MARTIN PALERO			LA SUPLENCIA SE OFRECERÁ EN UN TODO DE ACUERDO A LA REGLAMENTACIÓN VIGENTE. ES REQUISITO FUNDAMENTAL PRESENTAR CERTIFICADO DE ANTECEDENTES PENALES.	ISELÍN NO COINCIDENTE CON EL HORARIO ESCOLAR		Publicado		
02/06/23 08:50	Secundario Orientado	MAIPÚ	4061 - DR. ANTONIO LÓPEZ AGUADO	60%	HORAS CATEDRA MEDIA ORIENTADA	5	Tarde	Sistema de Información Contable II	5to: 05/06/23 09:40	MZ. E LOTE 1 S/N B° NUEVA CIUDAD . COQUIMBITO	40-0	4° 1°	Ju 13:30-14:10,Ju 14:10-14:50,Vi 16:30-17:10,Vi 17:10-17:50,Vi 17:50-18:30	Presentarse en GEM PAD - Llamado Virtual			para realizar actividades presenciales en el edificio escolar.			Publicado		
02/06/23 08:49	Secundario Técnico	MALARGÜE	4228 - INGENIERO EUGENIO IZSAKY	80%	HORAS CATEDRA MEDIA TÉCNICA	3	Mañana	Mecánica de los Fluidos	1er: 05/06/23 11:00	Napoleón Uriburu 963 B° Centro . MALARGÜE	40	5° 2º	Ma 09:30-10:10,Ma 10:10-10:50,Ma 11:00-11:40	Presentarse en GEM PAD - Llamado Virtual						Publicado		
02/06/23 08:48	CEBJA	LUJÁN DE CUYO	3218 - Beatriz Fernández Lettry de Moretti	110%	MAESTRO DE GRADO ESC.DIFERENCIADA		Tarde		2do: 05/06/23 09:55	Ruta 7 KM 1069 . CACHEUTA	Cargo vacante	Grado Múltiple H	Lu 14:00-17:00,Ma 14:00-17:00,Mi 14:00-17:00,Ju 14:00-17:00,Vi 14:00-17:00	Presentarse en GEM PAD - Llamado Virtual		Psicofísico de Contexto de Encierro.Resol 172/17. Certificado de Antecedentes Penales .Resol 609/22. Uso de guardapolvo .Resol. 01/23 Contexto de Encierro	Ofrecido según Resol. 484/97	Andesmar		Publicado		
02/06/23 08:47	Secundario Orientado	GUAYMALLÉN	4065/1 - JOSÉ MERCEDES ARGUMEDO	80%	HORAS CATEDRA MEDIA ORIENTADA	4	Mañana	Programación	10mo: 05/06/23 08:50	Rufino Ortega y Argumedo . LA PRIMAVERA	Cargo vacante	5° 5	Ma 09:30-10:10,Ma 10:10-10:50,Ma 11:00-11:40,Mi 11:40-12:20	Presentarse en GEM PAD - Llamado Virtual			Ubicado en el Edificio de la Ex Escuela Margarita Ulloa	Movilidad no coincidente- consultar mendotran		Publicado		
02/06/23 08:47	CENS	LAS HERAS	3479/1 - OSVALDO BAYER	80%	HORAS CATEDRA C.E.N.S.	3	Tarde	Física y Química	1er: 05/06/23 11:00	Recuero S/N . EL BORBOLLÓN	40-0	3º C	Ma 17:50-18:20,Ma 18:30-19:10,Ma 19:10-20:00	Presentarse en GEM PAD - Llamado Virtual						Publicado		
02/06/23 08:46	Secundario Orientado	MALARGÜE	"4200 - ""ALBERTO D. ERASO"" - Ranquil (8200)"	110%	HORA CATEDRA MENSUAL-ALBERGUE	6	Alternado	Asesor Pedagógico	1er: 03/06/23 10:00	RUTA 40 Km 2763 . RANQUIL	48		Ma 08:00-12:30,Mi 16:00-20:10	Presentarse en GEM PAD - Llamado Virtual	DOCUMENTACIÓN VIGENTE	ALTA CON PRESENTACIÓN EFECTIVA EN EL ESTABLECIMIENTO		No Coincidente		Publicado		
02/06/23 08:45	CENS	LAS HERAS	3479 - OSVALDO BAYER	60%	HORAS CATEDRA C.E.N.S.	3	Mañana	Física y Química	1er: 05/06/23 10:30	SALVADOR CIVIT 1300 B° SAN PABLO . EL ALGARROBAL	40-0	3º A	Lu 08:30-09:10,Lu 09:10-09:50,Lu 09:50-10:30	Presentarse en GEM PAD - Llamado Virtual						Publicado		
02/06/23 08:43	Secundario Orientado	LAS HERAS	4023 - MOLINERO ANDRÉS TEJEDA	10%	HORAS CATEDRA MEDIA ORIENTADA	2	Tarde	Educación Artística (C) Artes Visuales	2do: 05/06/23 08:00	CORRIENTES Y CADETES DE AERONÁUTICA 650 . LAS HERAS	Cargo vacante	1° 3	Ju 17:10-17:50,Ju 17:50-18:30	Presentarse en GEM PAD - Llamado Virtual						Publicado		
02/06/23 08:43	Secundario Técnico	MALARGÜE	4228 - INGENIERO EUGENIO IZSAKY	80%	HORAS CATEDRA MEDIA TÉCNICA	4	Mañana	Laboratorio de Mediciones Eléctricas	1er: 05/06/23 10:00	Napoleón Uriburu 963 B° Centro . MALARGÜE	40	5° 2º	Ju 10:10-10:50,Ju 11:00-11:40,Vi 10:10-10:50,Vi 11:00-11:40	Presentarse en GEM PAD - Llamado Virtual						Publicado		
02/06/23 08:40	Secundario Orientado	LUJÁN DE CUYO	4186 - OSCAR BRACELIS	110%	HORAS CATEDRA MEDIA ORIENTADA	2	Mañana	Educación Artística (B) Música	11vo: 06/06/23 08:00	RUTA PROV. 16 KM. 11 . EL CARRIZAL	Cargo vacante	2° 1°	Ma 10:00-10:35,Ma 10:45-11:20	Presentarse en GEM PAD - Llamado Virtual				704- 705		Publicado		
02/06/23 08:38	Secundario Técnico	CAPITAL	4002 - FRAY LUIS BELTRÁN	10%	HORAS CATEDRA MEDIA TÉCNICA	4	Mañana y Tarde	Química Industrial Orgánica	1er: 05/06/23 10:00	BELGRANO 650 . QUINTA SECCION	32	6° 3	Ma 07:45-08:25,Ma 08:25-09:05,Vi 07:45-08:25,Vi 08:25-09:05	Presentarse en GEM PAD - Llamado Virtual						Publicado		
02/06/23 08:38	Secundario Técnico	CAPITAL	4002 - FRAY LUIS BELTRÁN	10%	HORAS CATEDRA MEDIA TÉCNICA	4	Mañana y Tarde	Química Industrial Orgánica	1er: 05/06/23 09:00	BELGRANO 650 . QUINTA SECCION	32	6° 2	Ma 11:25-12:05,Ma 12:05-12:45,Vi 09:15-09:55,Vi 09:55-10:35	Presentarse en GEM PAD - Llamado Virtual						Publicado		
02/06/23 08:37	Secundario Técnico	CAPITAL	4002 - FRAY LUIS BELTRÁN	10%	HORAS CATEDRA MEDIA TÉCNICA	3	Tarde	Química Ambiental	1er: 05/06/23 08:00	BELGRANO 650 . QUINTA SECCION	32	6° 1	Lu 13:30-14:10,Lu 14:10-14:50,Lu 15:00-15:40	Presentarse en GEM PAD - Llamado Virtual						Publicado		
02/06/23 08:36	Secundario Orientado	LAS HERAS	4074 - FLORENCIO MOLINA CAMPOS	40%	HORAS CATEDRA MEDIA ORIENTADA	3	Tarde	Lengua Extranjera - Inglés	2do: 05/06/23 08:30	DEMOCRACIA Y MIGUEL SEGURA 2400 B° UJEMVI . EL ZAPALLAR	Cargo vacante	5° 3	Ma 13:30-14:10,Ma 14:10-14:50,Ma 15:00-15:40	Presentarse en GEM PAD - Llamado Virtual						Publicado		
02/06/23 08:35	Secundario Técnico	MALARGÜE	4228 - INGENIERO EUGENIO IZSAKY	80%	HORAS CATEDRA MEDIA TÉCNICA	3	Tarde	Comunicación	1er: 05/06/23 09:00	Napoleón Uriburu 963 B° Centro . MALARGÜE	40	5° 1º	Mi 10:10-12:20	Presentarse en GEM PAD - Llamado Virtual						Publicado		
02/06/23 08:32	Secundario Orientado	CAPITAL	4083 - AGUSTÍN ÁLVAREZ	10%	HORAS CATEDRA MEDIA ORIENTADA	6	Mañana	Matemática	1er: 05/06/23 10:00	CHILE 1050 . PRIMERA SECCION	art 44	1° 2da	Lu 09:15-09:55,Lu 09:55-10:35,Lu 10:45-11:25,Ju 10:45-11:25,Ju 11:25-12:05,Ju 12:05-12:45	Presentarse en GEM PAD - Llamado Virtual		presentar cert de antecedentes penales vigente	El alta es el día que realiza la efectiva prestación de servicio. Traer toda la documentacion presentada en el llamado impresa incluida la DDJJ y el Bono de Puntaje			Publicado		
02/06/23 08:31	Secundario Orientado	LUJÁN DE CUYO	4186 - OSCAR BRACELIS	110%	HORAS CATEDRA MEDIA ORIENTADA	4	Mañana	Lengua y Literatura	1er: 05/06/23 08:00	RUTA PROV. 16 KM. 11 . EL CARRIZAL	Art. 48	3° 1º	Ma 09:25-10:00,Ma 10:00-10:35,Ju 10:00-10:35,Ju 10:45-11:20	Presentarse en GEM PAD - Llamado Virtual				704- 705		Publicado		
02/06/23 08:29	Secundario Técnico	SAN MARTÍN	4145 - ARMANDO SERGIO FIGUEROA	80%	HORAS CATEDRA MEDIA TÉCNICA	2	Mañana y Tarde	Educación Artística (A) Teatro	5to: 05/06/23 09:00	AV. LIBERTADOR S/N . TRES PORTEÑAS	Cargo vacante	1° 2°	Vi 11:25-12:00,Vi 12:00-12:35	Presentarse en GEM PAD - Llamado Virtual		TRAER TODA LA DOCUMENTACIÓN IMPRESA PARA LEGAJO. TRAER CARPETA TAPA CRISTAL.		NUEVA GENERACIÓN		Publicado		
02/06/23 08:29	Secundario Orientado	SAN RAFAEL	4241 - S/NOMBRE	80%	HORAS CATEDRA MEDIA ORIENTADA	3	Mañana	Comunicación	1er: 05/06/23 08:00	LAS MERCEDES S/N B° EL TOMBO . LAS PAREDES	40	5° 1º	Lu 11:35-12:05,Lu 12:10-12:45,Lu 12:45-13:20	Presentarse en GEM PAD - Llamado Virtual		Toma de posesión 05/06/2023 11.35hs		Buttimi - No Coincidente		Publicado		
02/06/23 08:29	Primario	SANTA ROSA	1507 - MARTÍN GIL	110%			Mañana	Educación Artística: Artes Visuales	1er: 05/06/23 10:00	CARRIL NORTE S/N . 12 DE OCTUBRE	44		Lu 07:45-12:15,Ma 08:00-12:30,Ma 08:00-09:00,Ma 09:05-10:05,Ma 11:30-12:30,Mi 07:45-12:15,Ju 08:00-12:30,Ju 09:05-10:05,Ju 10:00-11:00	EN EL ESTABLECIMIENTO		CARGO COMPARTIDO CON LA ESCUELA N° 1-651 MAESTRA MARÍA SOTTILE	HASTA AGOTAR INSTANCIAS	DICETOURS, LINEA 700, NO COINCIDENTE CON EL HORARIO ESCOLAR		Publicado		
02/06/23 08:24	Secundario Orientado	JUNIN	4168 - PROFESORA MARÍA EUGENIA TROSSERO	80%	PRECEPTORES		Mañana	PRECEPTOR	1er: 05/06/23 08:30	LA COLONIA Y TICLE S/N B° SAN GABRIEL . LA COLONIA	40-0		Lu 09:00-13:30,Ma 09:00-13:30,Mi 09:00-13:30,Ju 09:00-13:30,Vi 09:00-13:30	Presentarse en GEM PAD - Llamado Virtual						Publicado		
02/06/23 08:23	Secundario Orientado	LUJÁN DE CUYO	4091 - MARTÍN GÜEMES	10%	HORAS CATEDRA MEDIA ORIENTADA	6	Mañana	Ciencias Sociales: Historia-Formación Ética y Ciudadana	2do: 05/06/23 08:30	VIEDMA 524 B° II 13 DE DICIEMBRE . LUJÁN	40-0	1° 1° Secundaria	Ma 12:10-12:50,Mi 07:50-08:30,Mi 08:30-09:10,Mi 09:20-10:00,Vi 07:50-08:30,Vi 08:30-09:10	Presentarse en GEM PAD - Llamado Virtual				700		Publicado		
02/06/23 08:22	Secundario Orientado	LAVALLE	4231 - PROF. ALBERTO D. CHALAR	80%	HORAS CATEDRA MEDIA ORIENTADA	3	Mañana	Historia	2do: 05/06/23 12:00	María Ester 170 . COSTA DE ARAUJO	40-0	3° 2º	Lu 10:45-11:25,Lu 11:25-12:05,Lu 12:05-12:45	Presentarse en GEM PAD - Llamado Virtual				LINEA 310		Publicado		
02/06/23 08:20	Primario	TUNUYÁN	1369 - MALVINAS ARGENTINAS	110%	HORAS CATEDRA COMUNES	8	Alternado	Educación Artística: Artes Visuales	1er: 05/06/23 10:10	CLODOMIRO SILVA S/N . VISTA FLORES	40-0		Ma 13:30-18:00,Ju 08:30-13:00	la escuela			Hasta agotar instancias.	CATA		Publicado		
02/06/23 08:13	Secundario Orientado	LAS HERAS	4103 - PROFESOR CÉSAR HUMBERTO CASIVA	40%	HORAS CATEDRA MEDIA ORIENTADA	2	Tarde	Proyecto Integrado: Ciencias Sociales - Historia	2do: 05/06/23 08:15	LAS AGUILAS Y ANTÁRTIDA ARGENTINA B° 12 DE JUNIO . EL CHALLAO	40-0	4° 2º	Ju 13:30-14:10,Ju 14:10-14:50	Presentarse en GEM PAD - Llamado Virtual			Posesión inmediata	GRUPO 300: 310, 311, 312, 313, 314, 316 GRUPO 600: 660		Publicado		
02/06/23 08:09	Secundario Orientado	TUNUYÁN	4075 - PRUDENCIO VIDAL AMIEVA	80%	HORAS CATEDRA MEDIA ORIENTADA	4	Mañana	Matemática	2do: 05/06/23 08:45	SANTA FE Y SALTA B°VILLA TUNUYÁN . TUNUYÁN	art 52°	5° 1°	Mi 11:30-12:10,Mi 12:10-12:50,Vi 11:30-12:10,Vi 12:10-12:50	Presentarse en GEM PAD - Llamado Virtual			POSESION INMEDIATA	sin movilidad		Publicado		
02/06/23 08:06	Secundario Orientado	JUNIN	4168 - PROFESORA MARÍA EUGENIA TROSSERO	80%	HORAS CATEDRA MEDIA ORIENTADA	2	Tarde	Educación Artística (B) Música	1er: 06/06/23 09:00	LA COLONIA Y TICLE S/N B° SAN GABRIEL . LA COLONIA	40-0	1° 1ra	Vi 13:30-14:10,Vi 14:10-14:50	Presentarse en GEM PAD - Llamado Virtual						Publicado		
02/06/23 08:05	Secundario Técnico	MAIPÚ	4003 - EMILIO CIVIT	10%	HORAS CATEDRA MEDIA TÉCNICA	4	Rotativo	Tecnología de los Materiales	2do: 05/06/23 09:00	OZAMIS 700 . MAIPÚ	Cargo vacante	4° 3ª	Lu 09:15-09:55,Lu 09:55-10:35,Ma 14:30-15:10,Ma 15:10-15:50	Presentarse en GEM PAD - Llamado Virtual						Publicado		
01/06/23 23:34	Primario	MAIPÚ	1323 - NORBERTO PIÑERO	110%	MAESTRO ENSEÑANZA COMUN		Mañana	LENGUA Y CS. SOCIALES	1er: 05/06/23 10:00	RUTA 20 Y S. MARTÍN S/N . FRAY LUIS BELTRÁN	40-0	7° A	Lu 08:15-12:45,Ma 08:15-12:45,Mi 08:15-12:45,Ju 08:15-12:45,Vi 08:15-12:45				Con toma de posesión inmediata.	271 -270 -250- 251 - 750		Publicado		
01/06/23 22:49	Secundario Técnico	CAPITAL	4111 - ING. PABLO NOGUÉS	10%	HORAS CATEDRA MEDIA TÉCNICA	4	Vespertino	Equipos y Aparatos para Maniobra y Transporte	1er: 05/06/23 13:30	ISABEL LA CATÓLICA 370 B° BOMBAL . SEGUNDA SECCION	40-0	6° 8ª	Ma 19:50-20:30,Ma 20:30-21:10,Mi 19:50-20:30,Mi 20:30-21:10	Presentarse en GEM PAD - Llamado Virtual		Presentar Documentación Reglamentaria		Todas a casa de Gobierno		Publicado		
01/06/23 22:47	Secundario Técnico	CAPITAL	4111 - ING. PABLO NOGUÉS	10%	HORAS CATEDRA MEDIA TÉCNICA	4	Tarde	Mecánica y Mecanismos	2do: 05/06/23 13:00	ISABEL LA CATÓLICA 370 B° BOMBAL . SEGUNDA SECCION	40-0	4° 8ª	Ma 16:45-17:25,Ma 17:25-18:05,Vi 15:15-15:55,Vi 15:55-16:35	Presentarse en GEM PAD - Llamado Virtual		Presentar documentacion reglamentaria		Todas a casa de Gobierno		Publicado		
01/06/23 22:14	CEBJA	GODOY CRUZ	"3228/1 - ""SENDERO HUARPE"""	80%	HORAS CATEDRA ADULTOS	2	Tarde	Lengua Extranjera - Inglés	11vo: 02/06/23 22:20	Roca y Zizias S/N B° Huarpes I . LAS TORTUGAS	52	1° CBNS 2	Ma 16:10-16:50,Vi 15:30-16:10	Presentarse en GEM PAD - Llamado Virtual						Publicado		
01/06/23 22:13	CEBJA	GODOY CRUZ	"3228 - ""SENDERO HUARPE"""	80%	HORAS CATEDRA ADULTOS	1	Tarde	Lengua Extranjera - Inglés	11vo: 02/06/23 22:20	BARCALA Y HUILICHES S/N B° HUARPES 1 . LAS TORTUGAS	52	Grado Múltiple A	Ma 17:15-18:15	Presentarse en GEM PAD - Llamado Virtual						Publicado		
01/06/23 22:03	CENS	LAVALLE	A499/1 - LAS VIOLETAS	110%	HORAS CATEDRA C.E.N.S.	3	Nocturno	Sistemas de Información Contable II	3er: 02/06/23 22:05	Montenegro S/N . LAS VIOLETAS	40-0	3º SEGUNDA	Lu 18:30-19:10,Lu 19:10-19:50,Lu 19:50-20:30	Presentarse en GEM PAD - Llamado Virtual						Publicado		
01/06/23 22:01	CENS	LAVALLE	A499/3 - EL VERGEL	110%	HORAS CATEDRA C.E.N.S.	3	Nocturno	Sistemas de Información Contable II	3er: 02/06/23 22:05	Palomares S/N . EL VERGEL	40	3º TERCERA	Ma 17:50-18:30,Ma 18:30-19:10,Ma 19:10-19:50	Presentarse en GEM PAD - Llamado Virtual						Publicado		
01/06/23 21:54	Secundario Técnico	GUAYMALLÉN	4118 - SAN JOSE	10%	HORAS CATEDRA MEDIA TÉCNICA	6	Vespertino	Instalaciones y Proyectos Industriales	2do: 02/06/23 21:55	URUGUAY 670 . SAN JOSÉ	Cargo vacante	6° 2°	Mi 19:20-20:00,Mi 20:05-20:45,Mi 20:45-21:25,Vi 19:20-20:00,Vi 20:05-20:45,Vi 20:45-21:25	Presentarse en GEM PAD - Llamado Virtual				Grupo 121- 120- 203- 204- 234- 311- 520- 521- 523- 524- 252- 530- 531- 534- 545- 620- 810- 811- 812- 813		Publicado		
01/06/23 21:37	Secundario Orientado	LAS HERAS	4219 - ELIANA MOLINELLI	80%	HORAS CATEDRA MEDIA ORIENTADA	3	Alternado	Asesor pedagógico	1er: 06/06/23 15:00	MOISÉS TUBERT 110 B° Jorge Newbery . EL ALGARROBAL	Resol 1093		Mi 17:00-17:40,Ju 11:40-13:00	Presentarse en GEM PAD - Llamado Virtual			presentarse con documentación reglamentaria vigente	611,650, 665		Publicado		
01/06/23 21:29	Centro de Capacitación para el Trabajo	MALARGÜE	6040 - MAESTRO ROBERTO ATILIO BALMACEDA	80%	HORAS CATEDRA ADULTOS	5	Vespertino	DIBUJO 2D ASISTIDO POR COMPUTADORA	13vo: 02/06/23 21:30	FRAY INALICAN ESTE 377 . MALARGÜE	40-0	Curso AUTOCAD 2023	Lu 18:30-21:00,Mi 18:30-21:00	Presentarse en GEM PAD - Llamado Virtual		FECHA ESTIMADA DE FINALIZACIÓN 26 de junio	INFO al 2604-416106 Enviar carpeta de antecedentes en un solo PDF al mail institucional cct6040sup@gmail.com			Publicado		
01/06/23 21:29	Centro de Capacitación para el Trabajo	MALARGÜE	6040 - MAESTRO ROBERTO ATILIO BALMACEDA	80%	HORAS CATEDRA ADULTOS	9	Tarde	CURSO BÁSICO DE SOLDADURA	2do: 02/06/23 21:30	FRAY INALICAN ESTE 377 . MALARGÜE	Cargo vacante	Curso SOLDADURA 2023	Lu 14:00-17:00,Mi 14:00-17:00,Vi 14:00-17:00	Presentarse en GEM PAD - Llamado Virtual						Publicado		
01/06/23 21:29	Centro de Capacitación para el Trabajo	MALARGÜE	6040 - MAESTRO ROBERTO ATILIO BALMACEDA	80%	MAESTRO M.ESPECIALES CAP. LABORAL		Vespertino	REPARACIONES Y AJUSTES DE MOTORES DE COMBUSTIÓN INTERNA	2do: 02/06/23 21:30	FRAY INALICAN ESTE 377 . MALARGÜE	Cargo vacante	Curso MECÁNICA 2023	Lu 18:30-21:30,Ma 18:30-21:30,Mi 18:30-21:30,Ju 18:30-21:30,Vi 18:30-21:30	Presentarse en GEM PAD - Llamado Virtual						Publicado		
01/06/23 21:25	CENS	CAPITAL	3447 - ROBERTO FONTANARROSA	80%	HORAS CATEDRA COMUNES	3	Nocturno	Sistemas de Información Contable I	8vo: 02/06/23 21:30	CRUCERO BELGRANO 33 B° LA FAVORITA . SEXTA SECCION	Lic. Art. 52	2º 1ra	Vi 19:30-20:10,Vi 20:10-20:50,Vi 20:50-21:30	Presentarse en GEM PAD - Llamado Virtual				200/201		Publicado		
01/06/23 21:25	CENS	SAN RAFAEL	3490 - Santa María del Silencio	40%	HORAS CATEDRA C.E.N.S.	2	Mañana	Orientador psicopedagógico	4vo: 05/06/23 09:00	Godoy Cruz 270 . CIUDAD	40-0		Ma 09:00-10:20	Presentarse en GEM PAD - Llamado Virtual		Ajustarse en un todo a la normativa vigente. Certificado de antecedentes penales.				Publicado		
01/06/23 21:23	CENS	SAN MARTÍN	"3511/2 - S/NOMBRE ""EL CENTRAL"""	110%	HORAS CATEDRA C.E.N.S.	2	Vespertino	Proyecto y gestión de Microemprendimientos	3er: 02/06/23 21:30	PARDO Y MENDOZA S/N . EL CENTRAL	Cargo vacante	Multiciclo SEGUNDA	Ma 20:10-20:50,Ma 20:50-21:30	Presentarse en GEM PAD - Llamado Virtual				Nueva Generación (no coincidente)		Publicado		
01/06/23 21:09	CEBJA	SAN CARLOS	CEBJA 3120 - SIN NOMBRE	110%	HORAS CATEDRA ADULTOS	1	Nocturno	Educación Física	3er: 02/06/23 21:10	CALLE PÚBLICA S/N . SAN CARLOS	Cargo vacante	Grado Múltiple A	Ju 19:30-20:30	Presentarse en GEM PAD - Llamado Virtual						Publicado		
01/06/23 21:08	CENS	LAVALLE	3507/1 - S/NOMBRE. LAGUNAS DEL ROSARIO	110%	HORAS CATEDRA C.E.N.S.	2	Tarde	Proyectos socioeducativos	7mo: 05/06/23 19:00	Capilla del Rosario s/n . LAGUNA DEL ROSARIO	Cargo vacante	Multiciclo 2° y 3° año Lagunas	Mi 18:00-19:20	Presentarse en GEM PAD - Llamado Virtual				No hay transporte público para llegar a la escuela		Publicado		
01/06/23 21:05	Centro de Capacitación para el Trabajo	TUNUYÁN	6059 - S/NOMBRE	80%	HORAS CATEDRA ADULTOS	9	Nocturno	Preparaciones Básica de Cocina y Tecnología Culinaria	2do: 02/06/23 21:10	5 DE DICIEMBRE s/n B° COSTA AZUL . COLONIA LAS ROSAS	Cargo vacante	Modulo I COCINERO 1	Ma 19:00-20:00,Ma 20:00-21:00,Ma 21:00-22:00,Mi 19:00-20:00,Mi 20:00-21:00,Mi 21:00-22:00,Ju 19:00-20:00,Ju 20:00-21:00,Ju 21:00-22:00	Presentarse en GEM PAD - Llamado Virtual				CATA SA		Publicado		
01/06/23 20:21	CEBJA	TUNUYÁN	3101 - BRANDINO PERSIA	80%	HORAS CATEDRA ADULTOS		Nocturno	Lengua Extranjera - Inglés	4vo: 05/06/23 18:30	RUTA 92 km 8 COLONIA LAS ROSAS . COLONIA LAS ROSAS	Cargo vacante	Grado Múltiple A	Miércoles 18.30 a 19.30	Presentar carpeta en formato pdf en correo oficial dge3101@gmail.com			tercer llamado	CATA		Publicado		
01/06/23 20:20	Primario	SAN RAFAEL	1270 - RODOLFO ISELIN	10%	MAESTRO ENSEÑANZA COMUN		Mañana		1er: 05/06/23 08:15	COMANDANTE SALAS Y ALSINA . SAN RAFAEL CIUDAD	44-0	5° A	Lu 08:00-12:30,Ma 08:00-12:30,Mi 08:00-12:30,Ju 08:00-12:30,Vi 08:00-12:30	Local escolar Comandante Salas y Alsina				Todas las líneas		Publicado		
