Publicado	Nivel	Departamento	Escuela	Zona	Cargo	Horas	Turno	Materia	Llamado	Domicilio Escuela	Articulo	Curso	Horario	Presentarse en	Prioridad	Condiciones	Observaciones	Movilidad	Impresión llamado	Estado	Motivo de Cancelación	
29/05/23 10:07 | Cancelado	Primario	GUAYMALLÉN	1514 - BAUTISTA GROSSO	60%	MAESTRO ENSEÑANZA COMUN		MAÑANA	LENGUA CS. SOCILES	13vo: 30/05/23 10:10	BOLIVIA 2510 B° GROSSO . GENERAL BELGRANO	Cargo vacante	7° A - 7º B	Lu 08:00-12:30,Ma 08:00-12:30,Mi 08:00-12:30,Ju 08:00-12:30,Vi 08:00-12:30	PRESENCIAL				GRUPO 500		Cancelado	DATO ERRONEO	
29/05/23 10:06	Secundario Orientado	LUJÁN DE CUYO	4172 - PUERTO ARGENTINO	80%	HORAS CATEDRA MEDIA ORIENTADA	2	Tarde	Educación Artística (B) Música	23vo: 30/05/23 10:15	RUTA PROV. 15 Y CALLEJÓN SUAREZ S/N B° VALLE DE AGRELO 2 . AGRELO	44-0	1° SEGUNDA	Mi 13:00-13:40,Mi 13:40-14:20	Presentarse en GEM PAD - Llamado Virtual				CATA y 700		Publicado		
29/05/23 10:06	Primario	MAIPÚ	1208 - LISANDRO AGUIRRE	10%	MAESTRO ENSEÑANZA COMÚN - DOCENTE MATE		Mañana y Tarde		1er: 30/05/23 10:15	PADRE VERA 525 B° Barrio San Francisco . MAIPÚ	52-0		Lunes de 8.00 a 12:30 Martes 13:30 a 18.00 Miércoles 8.00 a 12:30 Jueves 13:30 a 18,Viernes 8:00 a 12:30	Presentarse en la institución		Presentarse con la documentación reglamentaria.	Hasta agotar instancias.	Grupo 700 -800-900		Publicado		
29/05/23 10:06	Secundario Orientado	LUJÁN DE CUYO	4164 - Cerro El Plata	60%	HORAS CATEDRA MEDIA ORIENTADA	4	Tarde	Química	2do: 30/05/23 10:10	Moyano y Vasconcelos S/N B° B° Emilio Coni . PERDRIEL	44-0	4° 1	Ma 17:10-17:50,Ma 17:50-18:30,Ju 17:10-17:50,Ju 17:50-18:30	Presentarse en GEM PAD - Llamado Virtual						Publicado		
29/05/23 10:04	Secundario Orientado	LUJÁN DE CUYO	4172 - PUERTO ARGENTINO	80%	HORAS CATEDRA MEDIA ORIENTADA	2	Tarde	Educación Artística (B) Música	23vo: 30/05/23 10:05	RUTA PROV. 15 Y CALLEJÓN SUAREZ S/N B° VALLE DE AGRELO 2 . AGRELO	44-0	1° CUARTA	Lu 16:40-17:20,Lu 17:20-18:00	Presentarse en GEM PAD - Llamado Virtual				CATA y 700		Publicado		
29/05/23 10:04	Primario	SAN RAFAEL	1447 - PEDRO JULIAN BOMBAL	70	Maestro especial Prof. Es.Fisica		Alternado	Educación Física	1er: 30/05/23 13:15	ADOLFO CALLE 6400 . EL CERRITO	50-7		Lu 08:00-12:30,Ma 13:30-18:00,Mi 08:00-12:30,Ju 13:30-18:00	Local escolar				ISELIN no coincidente		Publicado		
29/05/23 10:03	Primario	TUNUYÁN	1503 - RÍO TUNUYÁN	110%	HORAS CATEDRA COMUNES	2	Mañana	Educación Artística: Música	1er: 31/05/23 12:00	FINCA SAN PABLO . LOS ARBOLES	Cargo vacante		Lu 08:15-10:30	EL ESTABLECIMIENTO			HASTA AGOTAR INSTANCIAS	SIN MOVILIDAD		Publicado		
29/05/23 10:03	Primario	TUNUYÁN	1067 - ROSA ISABEL TREBES DE TORRES	110%	HORAS CATEDRA COMUNES	2	Mañana	Lengua Extranjera - Inglés	1er: 30/05/23 11:30	SAN MARTÍN Sin . COLONIA LAS ROSAS	ART 40	7° U	Mi 10:30-12:30	ESTABLECIMIENTO EDUCATIVO			HASTA AGOTAR INSTANCIAS. PRESENTAR DOCUMENTACIÓN REGLAMENTARIA.	SIN MOVILIDAD		Publicado		
29/05/23 10:02	Primario	TUNUYÁN	1067 - ROSA ISABEL TREBES DE TORRES	110%	HORAS CATEDRA COMUNES	10	Tarde		1er: 30/05/23 12:00	SAN MARTÍN Sin . COLONIA LAS ROSAS	Cargo vacante	Fortalec. de las Trayectorias 4°, 5°, 6° Y 7°	Lu 12:30-14:30,Ma 12:30-14:30,Mi 12:30-14:30,Ju 12:30-14:30,Vi 12:30-14:30	ESTABLECIMIENTO EDUCATIVO			HASTA AGOTAR INSTANCIAS. PRESENTAR DOCUMENTACIÓN REGLAMENTARIA.	SIN MOVILIDAD		Publicado		
29/05/23 10:01	Secundario Técnico	LAS HERAS	4011 - CAPITÁN DANIEL F. MANZOTTI	10%	HORAS CATEDRA MEDIA TÉCNICA	10	Tarde	Producción y Servicios Electrónicos II	2do: 30/05/23 10:10	ABRAHAM LINCOLN S/N B° CEMENTISTA II . LA CIENEGUITA	40-0	6° 2	Lu 08:00-11:40,Ma 08:00-11:40	Presentarse en GEM PAD - Llamado Virtual		CERTIFICADO DE APTITUD CON FECHA DE EMISIÓN Y CERTIFICADO DE ANTECEDENTE PENALES		350-315		Publicado		
29/05/23 10:00	Secundario Técnico	MAIPÚ	4108 - ING. GUILLERMO VILLANUEVA	10%	MAESTRO DE ENSEÑANZA PRACTICA		Mañana	MAESTRO DE ENSEÑANZA PRACTICA	6to: 30/05/23 10:15	MAZA 737 B° ---- . MAIPÚ	40-0		Lu 07:45-11:45,Ma 07:45-11:45,Mi 07:45-11:45,Ju 07:45-11:45,Vi 07:45-11:45	Presentarse en GEM PAD - Llamado Virtual						Publicado		
29/05/23 10:00	Primario	GODOY CRUZ	1640 - REYES CATOLICOS	10%	HORAS CATEDRA COMUNES	10	Mañana		1er: 30/05/23 11:00	LAGO HERMOSO 1120 B° Fuchs . GOBERNADOR BENEGAS	Cargo vacante	Fortalecimiento de las Trayectorias	Lu 11:30-13:30,Ma 11:30-13:30,Mi 11:30-13:30,Ju 11:30-13:30,Vi 11:30-13:30	Escuela			En primer llamado y hasta agotar instancias	420,401,467, 730		Publicado		
29/05/23 09:59	Secundario Orientado	GUAYMALLÉN	4175 - EDUARDO JORGE CHAHLA	80%	HORAS CATEDRA MEDIA ORIENTADA	4	Mañana	Física	1er: 31/05/23 11:00	CAPILLA DE NIEVE Y FÉLIX SUAREZ S/N . BERMEJO	ART 44	3° 1	Lu 08:00-08:40,Lu 08:40-09:20,Mi 08:00-08:40,Mi 08:40-09:20	Presentarse en GEM PAD - Llamado Virtual				522-523-524-530-542-543		Publicado		
29/05/23 09:58	Secundario Técnico	LAS HERAS	4019 - CAPITÁN JOSÉ D VÁZQUEZ	10%	HORAS CATEDRA MEDIA TÉCNICA	3	Mañana y Tarde	Lengua Extranjera - Inglés	4vo: 30/05/23 10:15	BELGRANO 777 B° CIUDAD . LAS HERAS	Art. 61	4° 3ra	Lu 10:00-10:40,Mi 09:20-10:00,Mi 10:00-10:40	Presentarse en GEM PAD - Llamado Virtual						Publicado		
29/05/23 09:57	Secundario Orientado	GUAYMALLÉN	4175 - EDUARDO JORGE CHAHLA	80%	HORAS CATEDRA MEDIA ORIENTADA	4	Mañana	Física	1er: 31/05/23 09:45	CAPILLA DE NIEVE Y FÉLIX SUAREZ S/N . BERMEJO	ART 44	4° 2	Ju 08:00-08:40,Ju 08:40-09:20,Vi 08:00-08:40,Vi 08:40-09:20	Presentarse en GEM PAD - Llamado Virtual				522-523-524-530-542-543		Publicado		
29/05/23 09:54	Secundario Orientado	LUJÁN DE CUYO	4151 - DR. BENITO MARÍANETTI	60%	HORAS CATEDRA MEDIA ORIENTADA	3	Mañana	Educación Física	3er: 30/05/23 14:00	CONGRESO DE TUCUMÁN Y ONCATIVO S/N . MAYOR DRUMMOND	44-0	2° 2	Ma 15:30-17:30	Presentarse en GEM PAD - Llamado Virtual		El horario que corresponde es Martes 15:30 a 17:00 hs	El horario que corresponde es Martes 15:30 a 17:00 hs			Publicado		
29/05/23 09:52 | Cancelado	Educación Integral - Especial	SANTA ROSA	2714 - S/NOMBRE	80%	HORAS CATEDRA EDUCACIÓN DIFERENCIADA	5	Tarde		1er: 31/05/23 10:00	RUTA 153 Y ALTE BROWN . LAS CATITAS	Horas vacantes		Ma 15:00-17:00,Mi 15:00-17:00	Establecimiento - Llamado Presencial	Bono Modalidad - Psicofísico modalidad	Certificado de antecedentes penales vigente	Hasta agotar instancias - incluida carpeta de antecedentes.	Dicetours - Nueva Generación		Cancelado	Información incorrecta	
29/05/23 09:51	Secundario Orientado	CAPITAL	9002 - NORMAL TOMÁS GODOY CRUZ	10%	HORAS CATEDRA MEDIA ORIENTADA	3	Tarde	Lengua Extranjera - Inglés	7mo: 30/05/23 13:45	RIVADAVIA 350 . SEGUNDA SECCION	44	3° 8°	Lu 17:20-18:00,Ju 15:10-15:50,Ju 16:00-16:40	Presentarse en GEM PAD - Llamado Virtual						Publicado		
29/05/23 09:50	Secundario Orientado	CAPITAL	9002 - NORMAL TOMÁS GODOY CRUZ	10%	HORAS CATEDRA MEDIA ORIENTADA	3	Tarde	Lengua Extranjera - Inglés	5to: 30/05/23 13:30	RIVADAVIA 350 . SEGUNDA SECCION	44	5° 6°	Lu 16:00-16:40,Lu 16:40-17:20,Vi 16:00-16:40	Presentarse en GEM PAD - Llamado Virtual						Publicado		
29/05/23 09:49	Secundario Técnico	LAS HERAS	4019 - CAPITÁN JOSÉ D VÁZQUEZ	10%	HORAS CATEDRA MEDIA TÉCNICA	6	Tarde	Ciencias Sociales: Historia-Formación Ética y Ciudadana	1er: 30/05/23 15:30	BELGRANO 777 B° CIUDAD . LAS HERAS	Art. 40	1° 5ta	Lu 14:00-14:40,Lu 14:40-15:20,Mi 16:10-16:50,Mi 16:55-17:35,Vi 16:10-16:50,Vi 16:55-17:35	Presentarse en GEM PAD - Llamado Virtual						Publicado		
29/05/23 09:48 | Cancelado	Primario	SAN RAFAEL	1262 - ALFREDO RODOLFO BUFANO	70%	MAESTRO ENSEÑANZA COMUN		Mañana		1er: 30/05/23 10:00	JULIO SILVA 848 B° Martín Guemes . SAN RAFAEL CIUDAD	40-0	6° A	Lu 08:00-12:30,Ma 08:00-12:30,Mi 08:00-12:30,Ju 08:00-12:30,Vi 08:00-12:30	Presentarse en local escolar				Transporte Iselin coincidente con horario escolar		Cancelado	No corresponde	
29/05/23 09:47	Secundario Técnico	LAS HERAS	4019 - CAPITÁN JOSÉ D VÁZQUEZ	10%	HORAS CATEDRA MEDIA TÉCNICA	6	Tarde	Ciencias Sociales: Historia-Formación Ética y Ciudadana	1er: 30/05/23 14:40	BELGRANO 777 B° CIUDAD . LAS HERAS	Art. 40	2° 4ta	Lu 15:30-16:10,Lu 16:10-16:50,Lu 16:55-17:35,Mi 14:00-14:40,Mi 14:40-15:20,Mi 15:30-16:10	Presentarse en GEM PAD - Llamado Virtual						Publicado		
29/05/23 09:46	Secundario Técnico	LUJÁN DE CUYO	4022 - GRAL. ENRIQUE MOSCONI	10%	HORAS CATEDRA MEDIA TÉCNICA	5	Tarde	Obras Eléctricas	2do: 30/05/23 10:30	BESARES 237 . CHACRAS DE CORIA	Cargo vacante	6° 1	Mi 15:00-15:40,Mi 15:40-16:20,Vi 15:40-16:20,Vi 16:20-17:00,Vi 17:10-17:50	Presentarse en GEM PAD - Llamado Virtual						Publicado		
29/05/23 09:46	Inicial	GUAYMALLÉN	0017 - JARDÍN EXCLUSIVO Nº 0-017 XUMEC	60%	MAESTRO DE JARDIN		Mañana		1er: 30/05/23 10:00 | 2do: 30/05/23 10:15 | 3er: 30/05/23 10:30	PEDRO MOLINA Y ECUADOR S/N . GENERAL BELGRANO	44-0	Sala 5 A	Lu 09:00-12:30,Ma 09:00-12:30,Mi 09:00-12:30,Ju 09:00-12:30,Vi 09:00-12:30	PRESENCIAL EN EL JARDIN				522- 523- 530- 544- 525- 532		Publicado		
29/05/23 09:45	Secundario Técnico	LAS HERAS	4019 - CAPITÁN JOSÉ D VÁZQUEZ	10%	HORAS CATEDRA MEDIA TÉCNICA	6	Tarde	Ciencias Sociales: Historia-Formación Ética y Ciudadana	1er: 30/05/23 13:30	BELGRANO 777 B° CIUDAD . LAS HERAS	40	1° 1ra	Lu 18:15-18:45,Mi 17:35-18:15,Mi 18:15-18:45,Vi 14:00-14:40,Vi 14:40-15:20,Vi 15:30-16:10	Presentarse en GEM PAD - Llamado Virtual						Publicado		
29/05/23 09:43	Secundario Técnico	LAS HERAS	4011 - CAPITÁN DANIEL F. MANZOTTI	10%	HORAS CATEDRA MEDIA TÉCNICA	10	Tarde	Producción y Servicios Electrónicos I	2do: 30/05/23 09:45	ABRAHAM LINCOLN S/N B° CEMENTISTA II . LA CIENEGUITA	40-0	5° 2	Mi 08:00-11:40,Ju 08:00-11:40	Presentarse en GEM PAD - Llamado Virtual		CERTIFICADO DE APTITUD CON FECHA DE EMISIÓN Y CERTIFICADO DE ANTECEDENTE PENALES		350-315		Publicado		
29/05/23 09:42	Secundario Orientado	MAIPÚ	4028 - PAULA A.DE SARMIENTO	60%	HORAS CATEDRA MEDIA ORIENTADA	2	Mañana	Educación Artística (C) Artes Visuales	1er: 31/05/23 09:00	J.B. MARTÍNEZ Y M.T. DE S. MARTÍN S/N B° la candelaria . MAIPÚ	40-0	1° 4	Vi 11:40-12:20,Vi 12:20-13:00	Presentarse en GEM PAD - Llamado Virtual						Publicado		
29/05/23 09:42	Secundario Orientado	MAIPÚ	4028 - PAULA A.DE SARMIENTO	60%	HORAS CATEDRA MEDIA ORIENTADA	6	Mañana	Ciencias Sociales: Historia-Formación Ética y Ciudadana	1er: 30/05/23 09:45	J.B. MARTÍNEZ Y M.T. DE S. MARTÍN S/N B° la candelaria . MAIPÚ	40-0	2° 6	Ma 09:30-10:10,Ma 10:10-10:50,Ju 10:10-10:50,Ju 11:00-11:40,Vi 10:10-10:50,Vi 11:00-11:40,Vi 11:40-13:00	Presentarse en GEM PAD - Llamado Virtual						Publicado		
29/05/23 09:42	Secundario Orientado	MAIPÚ	4028 - PAULA A.DE SARMIENTO	60%	HORAS CATEDRA MEDIA ORIENTADA	2	Mañana	Educación Artística (C) Artes Visuales	1er: 31/05/23 08:00	J.B. MARTÍNEZ Y M.T. DE S. MARTÍN S/N B° la candelaria . MAIPÚ	40-0	1° 1	Vi 10:10-10:50,Vi 11:00-11:40	Presentarse en GEM PAD - Llamado Virtual						Publicado		
29/05/23 09:41	Secundario Orientado	LAVALLE	4041/1 - ALICIA M. DE JUSTO	80%	HORAS CATEDRA MEDIA ORIENTADA	3	Mañana	Lengua Extranjera - Inglés	4vo: 30/05/23 10:00	RUTA PROV. 34 KM 2 . JOCOLÍ VIEJO	Cargo vacante	2° 6º	Ju 09:20-10:00,Ju 10:10-10:50,Ju 10:50-11:30	Presentarse en GEM PAD - Llamado Virtual						Publicado		
29/05/23 09:41	Secundario Orientado	LAVALLE	4041 - ALICIA M. DE JUSTO	80%	HORAS CATEDRA MEDIA ORIENTADA	5	Tarde	Sistema de Información Contable II	3er: 30/05/23 11:00	RUTA 34 Y CENTENARIO . VILLA TULUMAYA (CIUDAD)	40-0	4° 1	Ma 13:30-14:10,Ma 14:10-14:50,Ma 15:00-15:40,Ju 17:10-17:50,Ju 17:50-18:30	Presentarse en GEM PAD - Llamado Virtual				300		Publicado		
29/05/23 09:40	Secundario Orientado	LAVALLE	4041 - ALICIA M. DE JUSTO	80%	HORAS CATEDRA MEDIA ORIENTADA	5	Tarde	Sistema de Información Contable II	3er: 30/05/23 10:00	RUTA 34 Y CENTENARIO . VILLA TULUMAYA (CIUDAD)	40-0	4° 3	Mi 13:30-14:10,Mi 14:10-14:50,Ju 13:30-14:10,Ju 14:10-14:50,Ju 15:00-15:40	Presentarse en GEM PAD - Llamado Virtual		posesión inmediata		300		Publicado		
29/05/23 09:39	Inicial	GUAYMALLÉN	0179 - SIN NOMBRE	10%	MAESTRO DE JARDIN		Mañana		1er: 30/05/23 10:00 | 2do: 30/05/23 10:15 | 3er: 30/05/23 10:30 | 4to: 30/05/23 10:45	JOAQUIN V. GONZÁLEZ 1522 . DORREGO	40-0	Sala 4 A	Lu 09:00-12:30,Ma 09:00-12:30,Mi 09:00-12:30,Ju 09:00-12:30,Vi 09:00-12:30	Presentarse en JIN N°0179 Núcleo Marti Dorrego Guaymallén . Entrada por calle Paso de los Patos	FLORENCIA GODOY	TOMA DE POSESIÓN INMEDIATA	HASTA AGOTAR INSTANCIAS			Publicado		
29/05/23 09:37	Centro de Capacitación para el Trabajo	GUAYMALLÉN	6017 - CONGRESO DE TUCUMÁN	10%	HORAS CATEDRA ADULTOS	2	Mañana	ARTESANÍAS EN CUERO-MARROQUINERÍA	3er: 30/05/23 10:00	JOAQUIN V. GONZÁLEZ 427 . DORREGO	Art. 61	Curso Marroquinería	Ma 08:30-10:30	Presentarse en GEM PAD - Llamado Virtual			A partir del 4to llamado enviar un unico archivo PDF con la documentacion, segun normativa vigente al correo dge6017@mendoza.edu.ar			Publicado		
29/05/23 09:36	Centro de Capacitación para el Trabajo	GUAYMALLÉN	6017 - CONGRESO DE TUCUMÁN	10%	HORAS CATEDRA ADULTOS	4	Mañana	ARTESANÍAS EN CUERO-MARROQUINERÍA	3er: 30/05/23 09:45	JOAQUIN V. GONZÁLEZ 427 . DORREGO	Art.61	Curso Marroquinería	Ma 10:30-11:30,Ju 08:30-11:30	Presentarse en GEM PAD - Llamado Virtual			A partir del 4to llamado enviar un unico archivo en formato PDF con la documentacion vigente al correo dge6017@mendoza.edu.ar			Publicado		
29/05/23 09:35	CENS	LUJÁN DE CUYO	3494 - ESPACIO DE LIBERTAD	110%	HORAS CATEDRA C.E.N.S.	4	Tarde	Matemática	6to: 30/05/23 09:45	RUTA NACIONAL N°7 KM 1069 . CACHEUTA	32-0	Multiciclo 5º 1ª	Ju 13:30-14:10,Ju 14:10-14:50,Vi 13:30-14:10,Vi 14:10-14:50	Presentarse en GEM PAD - Llamado Virtual	Bono de puntaje de adultos 2018, aptitud psicofísica para el cargo y el específico de contexto de encierro. Certificado de antecedentes penales vigente.	Es requisito excluyente la presentación del certificado de aptitud psicofísica complementario de contexto de encierro tal como indica la resolución 029-DGE-17 y su modificación 172-DGE-17.	"Por ser multiciclo se da matemática 2° y 3° y Física. Se cumple en el complejo penitenciario Almafuerte 1. El uso de guardapolvo es obligatorio. El régimen se encuadra en lo que manifiesta la ""Reglamentación para Centros Educativos en Contexto de Privación de Libertad"" Res 01-023-DEPJA"	Andesmar		Publicado		
29/05/23 09:33	Secundario Orientado	LUJÁN DE CUYO	4151 - DR. BENITO MARÍANETTI	60%	HORAS CATEDRA MEDIA ORIENTADA	7	Mañana	Lengua	4vo: 30/05/23 14:20	CONGRESO DE TUCUMÁN Y ONCATIVO S/N . MAYOR DRUMMOND	40-0	2° 4	Ma 11:40-12:20,Ma 12:20-13:00,Mi 09:30-10:10,Mi 10:10-10:50,Mi 11:00-11:40,Vi 08:00-08:40,Vi 08:40-09:20	Presentarse en GEM PAD - Llamado Virtual						Publicado		
29/05/23 09:32	Primario	MAIPÚ	1457 - LEOPOLDO ZULOAGA	60%	HORAS CATEDRA COMUNES	3	Mañana	Educación Artística: Música	1er: 30/05/23 10:15	ADOLFO CALLE 321 B° JOSÉ LOPEZ RIVAS . GENERAL GUTIÉRREZ	40-0			EN EL ESTABLECIMIENTO			1° llamado y/o hasta agotar instancias. Presentarse con documentación reglamentaria original y copia.	817-840-850-935-936-937-940		Publicado		
29/05/23 09:32	Primario	LUJÁN DE CUYO	1678 - AGUA DE LAS AVISPAS	110%	MAESTRO ENSEÑANZA COMUN		Completo		5to: 30/05/23 10:00	RUTA INTERNACIONAL 7 KM 1079 S/N . CACHEUTA	44	Grado Múltiple 1º,2º,3º4°	Lu 07:45-14:45,Ma 07:45-14:45,Mi 07:45-14:45,Ju 07:45-14:45,Vi 07:45-14:45	Escuela N1-678 Agua de las Avispas Ruta 7 km 1079. Cacheuta Sur			Hasta agotar instancias, con carpeta de antecedentes	ANDESMAR salida 6:00 terminal el Sol pasa 6:20 hs. por Luján de Cuyo		Publicado		
29/05/23 09:31	Secundario Orientado	LUJÁN DE CUYO	4033 - LAUREANA FERRARI DE OLAZABAL	40%	HORAS CATEDRA MEDIA ORIENTADA	3	Mañana	Lengua Extranjera - Inglés	4vo: 30/05/23 09:35	REPÚBLICA DE SIRIA 346 . LUJÁN (CIUDAD)	Cargo vacante	2° 1	Mi 08:00-08:40,Mi 08:40-09:20,Vi 11:00-11:40	Presentarse en GEM PAD - Llamado Virtual						Publicado		
29/05/23 09:31	Secundario Orientado	LAS HERAS	4074 - FLORENCIO MOLINA CAMPOS	40%	HORAS CATEDRA MEDIA ORIENTADA	4	Tarde	Filosofía	4vo: 30/05/23 10:30	DEMOCRACIA Y MIGUEL SEGURA 2400 B° UJEMVI . EL ZAPALLAR	50-7	5° 3	Lu 13:30-14:10,Lu 14:10-14:50,Mi 13:30-14:10,Mi 14:10-14:50	Presentarse en GEM PAD - Llamado Virtual						Publicado		
29/05/23 09:31	Secundario Orientado	TUNUYÁN	9004 - TORIBIO LUZURIAGA	40%	HORAS CATEDRA MEDIA ORIENTADA	12	Mañana	COORDINADOR PEDAGÓGICO	2do: 30/05/23 10:10	ECHEVERRIA ESQ.9 DE JULIO S/N B° B° SCARABELLI . TUNUYÁN	ART. 40		Lu 09:00-12:30,Ma 11:50-12:30,Mi 07:30-10:20,Ju 08:50-10:10	Presentarse en GEM PAD - Llamado Virtual			ALTA CON TOMA DE POSESION PRESENCIAL INMEDIATA Y EFECTIVA PRESENTACION DEL SERVICIO			Publicado		
29/05/23 09:30	Primario	MAIPÚ	1457 - LEOPOLDO ZULOAGA	60%	MAESTRO ENSEÑANZA COMUN		Mañana	todas	1er: 30/05/23 10:00	ADOLFO CALLE 321 B° JOSÉ LOPEZ RIVAS . GENERAL GUTIÉRREZ	50-7	3° A	Lu 08:00-12:30,Ma 08:00-12:30,Mi 08:00-12:30,Ju 08:00-12:30,Vi 08:00-12:30	en el establecimiento			1° llamado y/o hasta agotar instancias. Presentarse con documentación reglamentaria original y copia. Toma de posesión inmediata.	800-900		Publicado		
29/05/23 09:29	Secundario Técnico	LAS HERAS	4037 - HOMERO MANZI	80%	HORAS CATEDRA MEDIA TÉCNICA	4	Mañana	Lengua y Literatura	6to: 30/05/23 09:30	Guido Spano y Libertad s/n B° Sismo V . EL PLUMERILLO	40-0	4° 1	Mi 08:00-08:40,Mi 08:40-09:20,Vi 08:00-08:40,Vi 08:40-09:20	Presentarse en GEM PAD - Llamado Virtual	Bono A Junta de media			Mendotran		Publicado		
29/05/23 09:28	Secundario Orientado	TUNUYÁN	9004 - TORIBIO LUZURIAGA	40%	HORAS CATEDRA MEDIA ORIENTADA	12	Mañana	Orientador Psicopedagógico	2do: 30/05/23 09:30	ECHEVERRIA ESQ.9 DE JULIO S/N B° B° SCARABELLI . TUNUYÁN	Art. 40		Lu 07:30-08:50,Ma 07:30-09:40,Mi 11:50-12:30,Vi 08:10-12:30	Presentarse en GEM PAD - Llamado Virtual			ALTA CON TOMA DE POSESIÓN PRESENCIAL INMEDIATA Y EFECTIVA PRESTACIÓN DEL SERVICIO			Publicado		
29/05/23 09:27	Secundario Orientado	LAS HERAS	4023 - MOLINERO ANDRÉS TEJEDA	10%	HORAS CATEDRA MEDIA ORIENTADA	3	Mañana	Lengua Extranjera - Inglés	4vo: 30/05/23 13:30	CORRIENTES Y CADETES DE AERONÁUTICA 650 . LAS HERAS	61-0	4° 3	Mi 10:50-11:30,Mi 11:40-12:20,Mi 12:20-13:00	GEM PAD - Llamado Virtual						Publicado		
29/05/23 09:25	Centro de Capacitación para el Trabajo	GODOY CRUZ	6001 - MARGARITA CORVALÁN	10%	MAESTRO M.ESPECIALES CAP. LABORAL		Vespertino	GASISTA SEGUNDA CATEGORÍA	1er: 30/05/23 09:35	AMERICA Y CAYETANO SILVA (2° PISO) S/N B° Centro de Empleados de Comercio . VILLA HIPODROMO	61		Lu 18:00-21:00,Ma 18:00-21:00,Mi 18:00-21:00,Ju 18:00-21:00,Vi 18:00-21:00	Presentarse en GEM PAD - Llamado Virtual						Publicado		
29/05/23 09:25	CENS	SAN RAFAEL	3490 - Santa María del Silencio	40%	HORAS CATEDRA C.E.N.S.	2	Mañana	Orientador psicopedagógico	2do: 31/05/23 09:00	Godoy Cruz 270 . CIUDAD	40-0		Ma 09:00-10:20	Presentarse en GEM PAD - Llamado Virtual						Publicado		
29/05/23 09:20	Secundario Orientado	TUNUYÁN	4075 - PRUDENCIO VIDAL AMIEVA	80%	HORAS CATEDRA MEDIA ORIENTADA	2	Tarde	Educación Artística (B) Música	7mo: 30/05/23 10:00	SANTA FE Y SALTA B°VILLA TUNUYÁN . TUNUYÁN	Cargo vacante	1° 5	Ju 16:55-17:35,Ju 17:35-18:15	Presentarse en GEM PAD - Llamado Virtual			ALTA A PARTIR DE LA TOMA DE POSESIÓN	sin movilidad		Publicado		
29/05/23 09:19	Secundario Orientado	TUNUYÁN	4075 - PRUDENCIO VIDAL AMIEVA	80%	HORAS CATEDRA MEDIA ORIENTADA	2	Tarde	Educación Artística (B) Música	11vo: 30/05/23 09:30	SANTA FE Y SALTA B°VILLA TUNUYÁN . TUNUYÁN	art 48°	1° 2°	Lu 16:55-17:35,Lu 17:35-18:15	Presentarse en GEM PAD - Llamado Virtual			ALTA A PARTIR DE LA TOMA DE POSESIÓN	sin movilidad		Publicado		
29/05/23 09:17	Secundario Técnico	MAIPÚ	4108 - ING. GUILLERMO VILLANUEVA	10%	MAESTRO DE ENSEÑANZA PRACTICA		Tarde		11vo: 30/05/23 09:30	MAZA 737 B° ---- . MAIPÚ	Cargo vacante		Lu 14:30-18:30,Ma 14:30-18:30,Mi 14:30-18:30,Ju 14:30-18:30,Vi 14:30-18:30	Presentarse en GEM PAD - Llamado Virtual		CON CONOCIMIENTO ACREDITABLE EN MAQUINAS AUTOMATIZADAS (CNC, FRESA). EXPERIENCIA LABORAL DE LAS MISMAS.	AREA: 13 CODIGO: 73			Publicado		
29/05/23 09:16 | Cancelado	Primario	LUJÁN DE CUYO	1678 - AGUA DE LAS AVISPAS	110%	MAESTRO ENSEÑANZA COMUN		Completo		3er: 30/05/23 10:00	RUTA INTERNACIONAL 7 KM 1079 S/N . CACHEUTA	44	Grado Múltiple 1º,2º,3º4°	Lu 07:45-14:45,Ma 07:45-14:45,Mi 07:45-14:45,Ju 07:45-14:45,Vi 07:45-14:45	Escuela N1-678 Agua de las Avispas Ruta 7 km 1079. Cacheuta Sur			Hasta agotar instancias, con carpeta de antecedentes	ANDESMAR salida 6:00 terminal el Sol pasa 6:20 hs. por Luján de Cuyo		Cancelado	ERROR INVOLUNTARIO	
29/05/23 09:13	Secundario Técnico	LAVALLE	4026 - JUAN BAUTISTA ALBERDI	110%	HORAS CATEDRA MEDIA ORIENTADA	3	Mañana	Prácticas Artísticas: MÚSICA	3er: 30/05/23 09:30	CORTADERA S/N- Ruta 142 . COSTA DE ARAUJO	56°	3° 4º	Ju 07:45-08:25,Ju 08:25-09:05,Ju 09:05-09:45	Presentarse en GEM PAD - Llamado Virtual				PRESTACIONES S. A.		Publicado		
